module,type,name,res_id,src,value,comments
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__from_date,From Date,От дата,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_bgn,Balance,Баланс,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_in_bgn,Received,получено,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_in_preview,Received,получено,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_is_negative,Balance is negative,Балансът е отрицателен,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_out_bgn,Sent,Изпратено,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_out_preview,Sent,Изпратено,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__period_amount_preview,Balance,Баланс,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__start_amount_bgn,Starting Balance,Начален баланс,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__start_amount_preview,Starting Balance,Начален баланс,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__to_date,To Date,Към днешна дата,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_accounts_balance_report__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__asset_works_quantity,Asset Works Quantity,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__asset_works_total,Asset Works Total,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__currency_id,Currency,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__display_name,Display Name,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__month,Month (YYYY-MM),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__quarter,Quarter (YYYY-QN),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_asset_works_dashboard__year,Year (YYYY),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__attachments,Attachments,Прикачени файлове,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__bank_account_id,Bank Account ID,Банкова сметка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__bank_bic_code,BIC Code,BIC код,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__comment,Comment,Коментирайте,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__consecutive_number,Consecutive №,Пореден №,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__currency,Currency,Валута,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__datetime_end,End Date,Крайна дата,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__datetime_start,Start Date,Начална дата,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__end_balance,End Balance,Краен баланс,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__guid,GUID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__name,Name,Име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__number,Number,Номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__number_of_transactions,Number of Transactions,Брой транзакции,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__start_balance,Start Balance,Стартирайте баланса,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__statement_file,Statement File,Файл с извлечения,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__statement_file_text,Statement File Text,Текст на файл с изявление,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__statement_filename,Filename,Име на файл,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__status,Status,Статус,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_20,Tag 20,Етикет 20,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_25,Tag 25,Етикет 25,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_28,Tag 28,Етикет 28,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_28c,Tag 28C,Етикет 28C,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_60f,Tag 60F,Етикет 60F,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_60m,Tag 60M,Етикет 60M,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__tag_62f,Tag 62F,Етикет 62F,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__transactions,Транзакции,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__uploader_id,Uploader ID,ID на качващия,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__files,Select files,Изберете файлове,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_bank_statements_import__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__accountant_id,Accountant User ID,Потребителски идентификатор на счетоводителя,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__accounting_archive_number,Accounting Archive Number,Номер на счетоводен архив,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__accounting_op_date,Accounting Operation Date,Дата на счетоводна операция,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__accounting_template_domain,Accounting Template Domain,Домейн на счетоводен шаблон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__accounting_template_id,Default Accounting Template,Счетоводен шаблон по подразбиране,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__active,Active,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__allocation_summary,Allocation Summary,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__amount,Amount,Сума,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__bank_account_id,Our Bank Account,Банкова сметка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__counterparty_bank_account_domain,Counterparty Bank Account Domain,Домейн на банковата сметка на контрагента,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__counterparty_bank_account_id,Counterparty Bank Account,Банкова сметка на контрагента,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__counterparty_bank_account_owner_id,Bank Account Owner,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__counterparty_bank_id,Counterparty Bank,Банка контрагент,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__counterparty_id,Counterparty,Контрагент,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__creator_id,Creator,ID на създателя,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__currency_id,Currency,Валута,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__datetime_entry,Entry Date,Въвеждане на дата,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__datetime_value,Date,Дата,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__description,Description,Описание,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__exchange_rate_to_bgn,Rate to BGN,Обменен курс към лева,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__exchange_rate_to_eur,Rate to EUR,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__information,Additional information,Допълнителна информация,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__name,Name,Име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__related_reference,Related Reference,Свързана справка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__requires_identifier_id,Requires Identifier,Изисква идентификатор,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__statement_id,Statement,Изявление,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__swift_transaction_code,SWIFT,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__transaction_allocation_ids,Transaction Allocation,Разпределение на транзакция,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__transaction_code,Code,Код,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__transaction_data_raw,Base Data,Базови данни,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__transaction_direction,Transaction Direction,Посока на транзакцията,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__unallocated_amount,Unallocated,Неразпределена сума,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__accounting_ref_number,Accounting Reference Number,Счетоводен референтен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__accounting_template_id,Accounting Template,Счетоводен шаблон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__allocation_value_in_bgn,Allocation Value in BGN,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__allocation_value_in_eur,Allocation Value in EUR,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__amount,Amount,Сума,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__amount_base,Amount Base,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__bank_account_id,Bank Account,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__cash_flow_only,Cash Flow Only,Само паричен поток,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__cash_flow_only_inherited,Cash Flow Only (i),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__currency_id,Currency,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__description,Description,Описание,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__exchange_rate_to_bgn,Exchange Rate to BGN,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__exchange_rate_to_eur,Exchange Rate to EUR,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__invoice_id,Invoice,Фактура,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__requires_ref_number,Requires Ref Number,Изисква референтен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__requires_subtype_id,Requires Subtype,Изисква подтип,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__subcode_id,Subcode,ID на подкод,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__subtype_id,Subtype ID,ID на подтип,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__transaction_currency,Transaction Currency,Валута на транзакцията,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__transaction_date,Transaction Date,Дата на транзакцията,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__transaction_direction,Transaction Direction,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__transaction_exchange_rate_to_bgn,Transaction Exchange Rate,Обменен курс на транзакция,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__transaction_id,Cashflow,Паричен поток,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_allocation__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__balance,Balance,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__display_name,Display Name,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__incoming_cash_flow,Incoming Cash Flow,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__month,Month (YYYY-MM),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__outgoing_cash_flow,Outgoing Cash Flow,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__quarter,Quarter (YYYY-QN),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_dashboard__year,Year (YYYY),,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_exportselectiontoajur__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_exportselectiontoajur__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_exportselectiontoajur__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_exportselectiontoajur__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_exportselectiontoajur__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_cashflow_exportselectiontoajur__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_exportselectiontoajur__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_exportselectiontoajur__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_exportselectiontoajur__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_exportselectiontoajur__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_exportselectiontoajur__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_exportselectiontoajur__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__accounting_template_domain,Accounting Template Domain,Домейн на счетоводен шаблон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__accounting_template_id,Accounting Template,Счетоводен шаблон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__custom_vat,Custom Vat,ДДС по поръчка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__exchange_rate_to_bgn,Exchange Rate to BGN,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__exchange_rate_to_eur,Exchange Rate to EUR,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__identifier_id,Identifier ID,ID на идентификатора,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__invoice_id,Invoice Reference,Справка за фактура,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__is_redistribution,Is Redistribution,Е преразпределение,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__name,Description,Описание,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__name_translation,Description Translation,Описание Превод,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__pre_vat_total,Pre VAT total,Общо преди ДДС,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__quantity,Quantity,Количество,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__redistribution_is_valid,Valid,Валиден,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__requires_identifier_id,Requires Identifier,Изисква идентификатор,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__requires_subtype_id,Requires Subtype,Изисква подтип,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__subcode_id,Subcode,Подкод,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__subtype_domain,Subtype Domain,Подтип домейн,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__subtype_id,Subtype ID,ID на подтип,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__total_price,Total price,Обща цена,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__unit_id,Unit,единица,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__unit_price,Unit Price,Единична цена,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__value_in_bgn,Value in BGN,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__value_in_eur,Value in EUR,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__vat_rate,VAT Rate (%),ДДС ставка (в %),
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__vat_total,VAT,ДДС,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__vat_treatment_id,VAT Treatment,Третиране по ДДС,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoice_contents__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__accountant_id,Accountant User ID,Потребителски идентификатор на счетоводителя,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__accounting_archive_number,Accounting Archive Number,Номер на счетоводен архив,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__accounting_export_date,Accounting Export Date,Счетоводна дата на експорт,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__accounting_is_exported,Accounting Is Exported,Счетоводството е експортирано,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__accounting_op_date,Accounting Operation Date,Дата на счетоводна операция,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__active,Is Active,Активен,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachment_1_pdf,Attachment 1,Приложение 1,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachment_2_pdf,Attachment 2,Приложение 2,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachment_3_pdf,Attachment 3,Приложение 3,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachment_4_pdf,Attachment 4,Приложение 4,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachment_5_pdf,Attachment 5,Приложение 5,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachments,Attachments,Прикачени файлове,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__attachments_for_preview,Attachments for preview,Прикачени файлове за преглед,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__base_currency_id,Converted Currency,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__child_document_ids,Credit/Debit Notes,,
kojto_finance,model,"ir.model.fields,help",kojto_finance.field_kojto_finance_invoices__child_document_ids,Credit and debit notes linked to this invoice.,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__child_document_sum_all_totals,Child Doc. Totals,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_address_id,Address,Адрес,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_bank_account_id,Bank Account,Банкова сметка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_email_id,Emails,Имейли,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_id,Company,Компания,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_name_id,Name on document,Име в документа,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_phone_id,Phone,Телефон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_registration_number,Registration Number,Регистрационен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__company_tax_number_id,Tax Number,Данъчен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__consecutive_number,Consecutive Number,Пореден номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__consecutive_number_selection,Consecutive Number Selection,Избор на пореден номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__content,Contents,Съдържание,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__content_is_redistribution,Redistribution Contents,Преразпределение на съдържанието,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__content_not_redistribution,Non-Redistribution Contents,Съдържание без повторно разпространение,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_address_id,Address,Адрес,
